question,context,answer
How to set up a new user account with operator privilege on the EX3300 switch and prompt for plain text password ,set system login user <user-name> class operator authentication plain-text-password,"Use the following command in the configuration mode:
set system login user <user-name> class operator authentication plain-text-password
commit"
Create new user account with the name TEST with operator privilege,set system login user <user-name> class operator,"Use the following command in the configuration mode:
set system login user TEST class operator
commit"
Create new user account with the name Sami with operator privilege and prompt for plain text password,set system login user <user-name> class operator authentication plain-text-password,"Use the following command in the configuration mode:
set system login user Sami class operator authentication plain-text-password
commit"
Add a new user login with super-user privilege,set system login user <user-name> class super-user,"Use the following commands in the configuration mode:
set system login user <user-name> class super-user
commit"
Add a new user login with super-user privilege and prompt for plain text password,set system login user <user-name> class super-user authentication plain-text-password,"Use the following commands in the configuration mode:
set system login user <user-name> class super-user authentication plain-text-password
commit"
Add a new user login named TEST with super-user privilege,set system login user <user-name> class super-user,"Use the following commands in the configuration mode:
set system login user TEST class super-user
commit"
Add a new user login named mohammed with super-user privilege and prompt for plain text password,set system login user <user-name> class super-user authentication plain-text-password,"Use the following commands in the configuration mode:set system login user mohammed class super-user authentication plain-text-password
 commit"
allow ssh connections to the switch,set system services ssh,"Use the following commands in the configuration mode:
set system services ssh
commit"
allow remote connections to the switch using ssh,"set system services ssh
","Use the following commands in the configuration mode:
set system services ssh
commit"
enable ssh connections to the switch,set system services ssh,"Use the following commands in the configuration mode:
set system services ssh
commit"
"enable ssh connections to the switch with max-sessions-per-connection set to 5, connection-limit set to 10, and rate-limit 5",set system services ssh max-sessions-per-connection <max-number-of-sessions> connection-limit <connection-limit> rate-limit <rate-limit>,"Use the following commands in the configuration mode:
set system services ssh max-sessions-per-connection 5 connection-limit 10 rate-limit 5
commit"
enable ssh connections to the switch with max-sessions-per-connection set to 5,set system services ssh max-sessions-per-connection <max-number-of-sessions>,"Use the following commands in the configuration mode:
set system services ssh max-sessions-per-connection 5
commit"
 how to set the ssh max-sessions-per-connection,set system services ssh max-sessions-per-connection <max-number-of-sessions>,"Use the following commands in the configuration mode:
set system services ssh max-sessions-per-connection <max-number-of-sessions>
commit"
 how to set the ssh maximum sessions per connection,set system services ssh max-sessions-per-connection <max-number-of-sessions>,"Use the following commands in the configuration mode:
set system services ssh max-sessions-per-connection <max-number-of-sessions>
commit"
set ssh connection-limit to 10,set system services ssh connection-limit <connection-limit>,"Use the following commands in the configuration mode:
set system services ssh connection-limit 10
commit"
how to set ssh connection-limit,set system services ssh connection-limit <connection-limit>,"Use the following commands in the configuration mode:
set system services ssh connection-limit <connection-limit>
commit"
 set the number of allowed ssh connections (connection-limit) to 10 and the number of allowed ssh connections per minute (rate-limit) to 4,set system services ssh connection-limit <connection-limit> rate-limit <rate-limit>,"Use the following commands in the configuration mode:
set system services ssh connection-limit 10 rate-limit 4
commit"
Configure lldp for all interfaces,"set protocols lldp interface all
","Use the following commands in the configuration mode:
set protocols lldp interface all
commit"
enable lldp on interface ge-0/0/13,"set protocols lldp interface <interface-name>
","Use the following commands in the configuration mode:
set protocols lldp interface ge-0/0/13
commit"
enable lldp on interface ge-0/0/23,"set protocols lldp interface <interface-name>
","Use the following commands in the configuration mode:
set protocols lldp interface ge-0/0/23
commit"
enable lldp med on interface ge-0/0/3,"set protocols lldp-med interface <interface-name>
","Use the following commands in the configuration mode:
set protocols lldp-med interface ge-0/0/3
commit"
Configure lldp med for all interfaces,"set protocols lldp-med interface all
","Use the following commands in the configuration mode:
set protocols lldp-med interface all
commit"
disable lldp on interface ge-0/0/0,set protocols lldp interface <interface-name> disable,"Use the following commands in the configuration mode:
set protocols lldp interface ge-0/0/0 disable
commit"
disable lldp on interface ge-0/0/10,set protocols lldp interface <interface-name> disable,"Use the following commands in the configuration mode:
set protocols lldp interface ge-0/0/10 disable
commit"
disable lldp on all interfaces,set protocols lldp interface all disable,"Use the following commands in the configuration mode:
set protocols lldp interface all disable
commit"
disable lldp med on interface ge-0/0/1,set protocols lldp-med interface <interface-name> disable,"Use the following commands in the configuration mode:
set protocols lldp-med interface ge-0/0/1 disable
commit"
disable lldp med on interface ge-0/0/11,set protocols lldp-med interface <interface-name> disable,"Use the following commands in the configuration mode:
set protocols lldp-med interface ge-0/0/11 disable
commit"
disable lldp med on all interface,set protocols lldp-med interface all disable,"Use the following commands in the configuration mode:
set protocols lldp-med interface all disable
commit"
how to disable lldp med on an interface,set protocols lldp-med interface <interface-name> disable,"Use the following commands in the configuration mode:
set protocols lldp-med interface <interface-name> disable
commit"
how to disable lldp on an interface,set protocols lldp interface <interface-name> disable,"Use the following commands in the configuration mode:
set protocols lldp interface <interface-name> disable
commit"
Show LLDP neighbor information,show lldp neighbors,"Use the following commands in the operational mode:
show lldp neighbors"
Display LLDP neighbor information,show lldp neighbors,"Use the following commands in the operational mode:
show lldp neighbors"
Display information about LLDP neighbors.,show lldp neighbors,"Use the following commands in the operational mode:
show lldp neighbors"
Show LLDP information of local device,show lldp local-information,"Use the following commands in the operational mode:
show lldp local-information"
 Display the information that the switch provides in LLDP advertisements to its neighbors,show lldp local-information,"Use the following commands in the operational mode:
show lldp local-information"
