business name,business type,business arrival time ,business end time,business duration,business load volume,names of devices passed by the business,network resources consumed by each device,network functions required for business transmission,various performance requirements of the business
VR/AR,network service,2022021519,2022021717,165524000,477,"Wireless network, transmission network, core network, application server",0.0215%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.43%, Jitter < 89.5ms, Latency < 36.4ms"
digital publishing,digital content provision,2023020606,2023021601,844042000,1144,"Wireless network, transmission network, core network, application server",0.0026%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Bandwidth > 640Mbps, Jitter < 86.7ms"
online education,online service,2023041221,2023042414,1009078000,1116,"Wireless network, transmission network, core network, application server",0.0008%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.36%, Latency < 25.3ms, Jitter < 24.1ms"
digital publishing,digital content provision,2023053023,2023060313,312136000,417,"Wireless network, transmission network, core network, application server",0.0002%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Bandwidth > 70Mbps
gaming,digital content provision,2022032304,2022033006,608994000,825,"Wireless network, transmission network, core network, application server",0.0259%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Packet Loss Rate < 0.83%
streaming media service,online service,2022110914,2022112411,1285840000,951,"Wireless network, transmission network, core network, application server",0.0440%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.59%, Latency < 2.8ms, Jitter < 71.6ms"
email,communication service,2022090217,2022091222,880430000,835,"Wireless network, transmission network, core network, application server",0.0261%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Jitter < 46.7ms
streaming media service,online service,2022012314,2022020504,1085707000,1250,"Wireless network, transmission network, core network, application server",0.0309%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 31.0ms, Latency < 4.1ms"
gaming,digital content provision,2023101602,2023102415,739731000,1199,"Wireless network, transmission network, core network, application server",0.0246%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 32.4ms, Latency < 48.3ms"
online education,online service,2023072216,2023073000,632871000,1191,"Wireless network, transmission network, core network, application server",0.0295%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 8.4ms, Bandwidth > 250Mbps, Packet Loss Rate < 0.76%"
streaming media service,online service,2022010900,2022011505,535651000,1197,"Wireless network, transmission network, core network, application server",0.0277%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Bandwidth > 150Mbps
digital publishing,digital content provision,2022102813,2022110117,358733000,1217,"Wireless network, transmission network, core network, application server",0.0287%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Bandwidth > 980Mbps, Packet Loss Rate < 0.85%, Latency < 30.1ms"
online transactions,network service,2022050813,2022051302,394675000,14155,"Wireless network, transmission network, core network, application server",0.0702%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 40.8ms, Bandwidth > 60Mbps"
e-commerce,network service,2023100614,2023101307,581024000,479,"Wireless network, transmission network, core network, application server",0.0121%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Latency < 40.1ms
online education,online service,2022052811,2022052901,48482000,408,"Wireless network, transmission network, core network, application server",0.0092%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 12.2ms, Packet Loss Rate < 0.64%, Bandwidth > 600Mbps"
cloud computing services,online service,2023091802,2023092810,893034000,415,"Wireless network, transmission network, core network, application server",0.0119%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 17.8ms, Bandwidth > 670Mbps, Jitter < 28.6ms"
video conferencing,communication service,2022090118,2022090305,126346000,457,"Wireless network, transmission network, core network, application server",0.0138%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.25%, Bandwidth > 730Mbps"
digital publishing,digital content provision,2022072621,2022072903,194784000,417,"Wireless network, transmission network, core network, application server",0.0102%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.86%, Latency < 40.9ms, Jitter < 61.1ms"
LISTSERV,communication service,2023080818,2023081412,498498000,900,"Wireless network, transmission network, core network, application server",0.0001%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Bandwidth > 310Mbps, Packet Loss Rate < 0.99%"
online education,online service,2023032019,2023040102,977323000,1300,"Wireless network, transmission network, core network, application server",0.0001%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.67%, Latency < 7.0ms, Jitter < 20.7ms"
VoIP,communication service,2023112912,2023121404,1270715000,1020,"Wireless network, transmission network, core network, application server",0.0001%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.53%, Latency < 1.1ms, Bandwidth > 540Mbps"
VR/AR,network service,2023062818,2023070317,430852000,474,"Wireless network, transmission network, core network, application server",0.0249%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Bandwidth > 610Mbps
